Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Download - Lower Bound,Download - Upper Bound,Upload,Whitebox Model
13396,CenturyLink,DSL,TN,South,-6,-5,10,10,10,0.768,WNR3500L
13412,AT&T,IPBB,FL,South,-6,-5,18,18,18,1.5,WNR3500L
13457,Charter,Cable,OH,Midwest,-5,-4,30,30,30,5,WNR3500L
13461,CenturyLink,DSL,TN,South,-5,-4,10,10,10,0.768,WNR3500L
13574,CenturyLink,DSL,AZ,West,-7,-7,20,20,20,0.896,WNR3500L
13611,Cox,Cable,FL,South,-5,-4,100,100,100,10,WNR3500L
13619,Cox,Cable,FL,South,-6,-5,100,100,100,10,WNR3500L
13626,Cox,Cable,CT,Northeast,-5,-4,100,100,100,10,WNR3500L
13629,Cox,Cable,KS,Midwest,-6,-5,30,30,30,3,WNR3500L
13723,CenturyLink,DSL,OR,West,-8,-7,3,3,3,0.64,WNR3500L
13727,Comcast,Cable,WA,West,-8,-7,25,25,25,5,WNR3500L
14666,CenturyLink,DSL,IA,Midwest,-6,-5,12,12,12,0.896,WNR3500L
14672,Comcast,Cable,CO,West,-7,-6,60,60,60,5,WNR3500L
14684,Verizon,Fiber,RI,Northeast,-6,-5,75,75,75,75,WNR3500L
14735,Verizon,Fiber,MD,South,-5,-4,50,50,50,50,WNR3500L
18316,Comcast,Cable,TX,South,-6,-5,70,70,70,5,WNR3500L
25882,Comcast,Cable,MA,Northeast,-5,-4,60,60,60,5,WR741ND
26066,CenturyLink,DSL,CO,West,-7,-6,40,40,40,5,WNR3500L
26073,Cox,Cable,CA,West,-8,-7,30,30,30,3,WNR3500L
26333,Frontier,DSL,NY,Northeast,-5,-4,6,6,6,0.768,WR741ND
26340,Frontier,DSL,NY,Northeast,-5,-4,6,6,6,0.384,WR741ND
26370,Verizon,Fiber,PA,Northeast,-5,-4,50,50,50,50,WR741ND
26402,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741ND
26410,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741ND
26413,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741ND
26414,Windstream,DSL,NC,South,-5,-4,20,20,20,1.5,WR741ND
26431,AT&T,IPBB,GA,South,-5,-4,18,18,18,3,WR741ND
26471,Comcast,Cable,MA,Northeast,-5,-4,60,60,60,5,WR1043ND
26477,Verizon,Fiber,MA,Northeast,-5,-4,75,75,75,75,WR1043ND
26487,Verizon,Fiber,CT,Northeast,-5,-4,75,75,75,75,WR1043ND
26494,Verizon,Fiber,NJ,Northeast,-5,-4,100,100,100,100,WR1043ND
26515,Verizon,Fiber,NJ,Northeast,-5,-4,50,50,50,50,WR1043ND
26529,Verizon,Fiber,NY,Northeast,-5,-4,75,75,75,75,WR1043ND
26581,Verizon,Fiber,PA,Northeast,-5,-4,75,75,75,75,WR1043ND
26583,Verizon,Fiber,PA,Northeast,-5,-4,75,75,75,75,WR1043ND
26584,Verizon,Fiber,PA,Northeast,-5,-4,75,75,75,75,WR1043ND
26595,Windstream,DSL,PA,Northeast,-5,-4,12,12,12,1.5,WR1043ND
26603,Verizon,Fiber,MD,South,-5,-4,100,100,100,100,WR1043ND
26607,Verizon,Fiber,MD,South,-5,-4,75,75,75,75,WR1043ND
26613,Verizon,Fiber,MD,South,-5,-4,50,50,50,50,WR1043ND
26614,Verizon,Fiber,MD,South,-5,-4,100,100,100,100,WR1043ND
26623,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR1043ND
26624,Verizon,Fiber,VA,South,-5,-4,75,75,75,75,WR1043ND
26636,Frontier,Fiber,FL,South,-5,-4,100,100,100,100,WR1043ND
26639,Charter,Cable,FL,South,-5,-4,100,100,100,10,WR1043ND
26644,Verizon DSL,DSL,MA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741ND
26653,Verizon,Fiber,MA,Northeast,-5,-4,75,75,75,75,WR741ND
26659,Frontier,DSL,CT,Northeast,-5,-4,12,12,12,1,WR741ND
26660,Frontier,DSL,CT,Northeast,-5,-4,18,18,18,1.5,WR741ND
26672,Verizon,Fiber,NJ,Northeast,-5,-4,75,75,75,75,WR741ND
26687,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741ND
26697,Optimum,Cable,NY,Northeast,-5,-4,100,100,100,35,WR1043ND
26698,Optimum,Cable,NY,Northeast,-5,-4,100,100,100,35,WR1043ND
26704,Verizon,Fiber,MA,Northeast,-5,-4,50,50,50,50,WR741ND
26710,Verizon DSL,DSL,PA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741ND
26761,Verizon,Fiber,NJ,Northeast,-5,-4,50,50,50,50,WR1043ND
26763,Optimum,Cable,NJ,Northeast,-5,-4,100,100,100,35,WR1043ND
26788,Verizon,Fiber,VA,South,-5,-4,100,100,100,100,WR1043ND
26798,Comcast,Cable,GA,South,-5,-4,150,150,150,10,WR1043ND
26812,Verizon,Fiber,NY,Northeast,-5,-4,50,50,50,50,WR741ND
26829,Frontier,DSL,NY,Northeast,-5,-4,12,12,12,1,WR741ND
26838,Frontier,DSL,NY,Northeast,-5,-4,24,24,24,1,WR741ND
26851,Frontier,DSL,PA,Northeast,-5,-4,12,12,12,1,WR741ND
26852,Frontier,DSL,PA,Northeast,-5,-4,12,12,12,1,WR741ND
26861,Verizon,Fiber,PA,Northeast,-5,-4,75,75,75,75,WR741ND
26867,Verizon,Fiber,DE,South,-5,-4,75,75,75,75,WR741ND
26896,Verizon DSL,DSL,VA,South,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741ND
26931,Frontier,Fiber,FL,South,-5,-4,75,75,75,75,WR741ND
26944,Comcast,Cable,CA,West,-8,-7,150,150,150,5,WR1043ND
26948,Frontier,Fiber,OR,West,-8,-7,100,100,100,100,WR1043ND
26954,Frontier,DSL,WA,West,-8,-7,3,3,3,0.384,WR1043ND
26967,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741ND
26974,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741ND
27024,Frontier,DSL,WA,West,-8,-7,3,3,3,0.768,WR741ND
27027,CenturyLink,DSL,WA,West,-8,-7,8,8,8,0.768,WR741ND
27053,Frontier,DSL,OR,West,-8,-7,6,6,6,0.384,WR741ND
27058,Frontier,DSL,OR,West,-8,-7,12,12,12,1,WR741ND
27069,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741ND
27095,Frontier,DSL,WA,West,-8,-7,24,24,24,1,WR741ND
27102,Frontier,DSL,WA,West,-8,-7,6,6,6,0.768,WR741ND
27122,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR1043ND
27127,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR1043ND
27145,Frontier,DSL,ID,West,-8,-7,3,3,3,0.384,WR741ND
27168,Frontier,Fiber,CA,West,-8,-7,150,150,150,150,WR1043ND
27182,CenturyLink,DSL,CO,West,-7,-6,20,20,20,5,WR741ND
27211,Frontier,Fiber,CA,West,-8,-7,75,75,75,75,WR741ND
27240,Comcast,Cable,CO,West,-7,-6,60,60,60,5,WR741ND
27241,CenturyLink,DSL,CO,West,-7,-6,12,12,12,0.896,WR741ND
27244,CenturyLink,DSL,CO,West,-7,-6,12,12,12,0.896,WR741ND
27252,Comcast,Cable,UT,West,-7,-6,60,60,60,5,WR741ND
27255,Windstream,DSL,NM,West,-7,-6,25,25,25,1.5,WR741ND
27273,CenturyLink,DSL,CO,West,-7,-6,40,40,40,5,WR1043ND
27274,CenturyLink,DSL,ID,West,-7,-6,12,12,12,0.896,WR1043ND
27275,CenturyLink,DSL,ID,West,-7,-6,40,40,40,5,WR1043ND
27276,Comcast,Cable,WA,West,-8,-7,25,25,25,5,WR1043ND
27281,Frontier,Fiber,CA,West,-8,-7,100,100,100,100,WR1043ND
27306,Frontier,DSL,OH,Midwest,-5,-4,6,6,6,0.768,WR1043ND
27337,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR1043ND
27338,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WR1043ND
27345,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WR1043ND
27367,Frontier,Fiber,TX,South,-6,-5,75,75,75,75,WR1043ND
27377,Charter,Cable,KY,South,-5,-4,60,60,60,5,WR741ND
27390,Frontier,DSL,OH,Midwest,-5,-4,6,6,6,0.768,WR741ND
27392,Windstream,DSL,OH,Midwest,-5,-4,25,25,25,1.5,WR741ND
27403,Frontier,DSL,OH,Midwest,-5,-4,6,6,6,0.768,WR741ND
27416,Frontier,DSL,OH,Midwest,-5,-4,3,3,3,0.768,WR741ND
27423,Frontier,DSL,OH,Midwest,-5,-4,12,12,12,1,WR741ND
27447,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27452,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27515,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27526,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27528,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27550,CenturyLink,DSL,WI,Midwest,-6,-5,25,25,25,2,WR741ND
27598,Mediacom,Cable,IL,Midwest,-6,-5,60,60,60,5,WR741ND
27661,Comcast,Cable,MI,Midwest,-5,-4,60,60,60,5,WR1043ND
27662,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WR1043ND
27665,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WR1043ND
27669,Mediacom,Cable,IA,Midwest,-6,-5,100,100,100,10,WR1043ND
27678,Comcast,Cable,IL,Midwest,-6,-5,150,150,150,10,WR1043ND
27681,Mediacom,Cable,IL,Midwest,-6,-5,100,100,100,10,WR1043ND
27698,AT&T,IPBB,TX,South,-6,-5,6,6,6,0.768,WR1043ND
27738,AT&T,IPBB,IL,Midwest,-6,-5,6,6,6,1,WR741ND
27741,CenturyLink,DSL,TX,South,-6,-5,25,25,25,2,WR741ND
27769,Windstream,DSL,OH,Midwest,-5,-4,3,3,3,0.768,WR741ND
27779,Charter,Cable,OH,Midwest,-5,-4,60,60,60,5,WR741ND
27784,Frontier,DSL,OH,Midwest,-5,-4,6,6,6,0.768,WR741ND
27786,AT&T,IPBB,OH,Midwest,-5,-4,3,3,3,1,WR741ND
27797,Frontier,DSL,OH,Midwest,-5,-4,3,3,3,0.768,WR741ND
27804,Frontier,DSL,OH,Midwest,-5,-4,6,6,6,0.768,WR741ND
27807,CenturyLink,DSL,IN,Midwest,-6,-5,60,60,60,5,WR741ND
27827,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27831,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27850,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
27906,Frontier,DSL,WI,Midwest,-6,-5,12,12,12,1,WR741ND
27911,Frontier,DSL,MN,Midwest,-6,-5,12,12,12,1,WR741ND
27912,Frontier,DSL,MN,Midwest,-6,-5,12,12,12,1,WR741ND
27917,Frontier,DSL,MN,Midwest,-6,-5,6,6,6,0.384,WR741ND
27918,Frontier,DSL,MN,Midwest,-6,-5,6,6,6,0.768,WR741ND
27919,Frontier,DSL,MN,Midwest,-6,-5,12,12,12,2,WR741ND
27934,Frontier,DSL,IL,Midwest,-6,-5,12,12,12,1,WR741ND
27941,Frontier,DSL,IL,Midwest,-6,-5,6,6,6,1,WR741ND
27966,Windstream,DSL,NE,Midwest,-6,-5,25,25,25,1.5,WR741ND
28053,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WNR3500L
28054,Comcast,Cable,PA,Northeast,-5,-4,60,60,60,5,WNR3500L
28093,Charter,Cable,MI,Midwest,-5,-4,100,100,100,10,WR1043ND
28097,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
28098,CenturyLink,DSL,IA,Midwest,-6,-5,40,40,40,5,WR741ND
28127,Frontier,Fiber,TX,South,-6,-5,75,75,75,75,WR741ND
28140,Cox,Cable,AZ,West,-7,-7,30,30,30,3,WR741ND
28177,CenturyLink,DSL,AZ,West,-7,-7,3,3,3,0.64,WR741ND
28206,Verizon DSL,DSL,NY,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741ND
28209,CenturyLink,DSL,PA,Northeast,-5,-4,25,25,25,2,WR741ND
28241,Comcast,Cable,NJ,Northeast,-5,-4,60,60,60,5,WR741ND
28244,Verizon,Fiber,PA,Northeast,-5,-4,100,100,100,100,WR1043ND
28245,Windstream,DSL,PA,Northeast,-5,-4,12,12,12,0.768,WR1043ND
28247,Charter,Cable,NC,South,-5,-4,100,100,100,10,WR1043ND
28628,Verizon,Fiber,NY,Northeast,-5,-4,50,50,50,50,WR741ND
28702,Charter,Cable,KY,South,-5,-4,100,100,100,10,WR1043ND
28729,Charter,Cable,MI,Midwest,-5,-4,100,100,100,10,WR1043ND
28753,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741ND
28761,AT&T,IPBB,WI,Midwest,-6,-5,6,6,6,0.768,WR741ND
28765,Frontier,DSL,WI,Midwest,-6,-5,6,6,6,0.768,WR741ND
28798,Windstream,DSL,TX,South,-6,-5,25,25,25,1.5,WR741ND
28800,Windstream,DSL,FL,South,-6,-5,25,25,25,1.5,WR741ND
28862,Frontier,Fiber,WA,West,-8,-7,50,50,50,50,WR741ND
28936,Frontier,DSL,IL,Midwest,-6,-5,6,6,6,0.768,WR1043ND
28970,Comcast,Cable,CO,West,-7,-6,60,60,60,5,WR1043ND
28973,Frontier,DSL,ID,West,-8,-7,3,3,3,0.768,WR1043ND
29590,Windstream,DSL,OH,Midwest,-5,-4,10,10,10,1,WR1043ND
29591,Windstream,DSL,OH,Midwest,-5,-4,15,15,15,1.5,WR1043ND
29599,CenturyLink,DSL,ID,West,-6,-5,40,40,40,2,WR1043ND
29605,CenturyLink,DSL,MN,Midwest,-6,-5,10,10,10,0.768,WR1043ND
29624,Frontier,Fiber,TX,South,-6,-5,50,50,50,50,WR1043ND
29628,CenturyLink,DSL,MN,Midwest,-6,-5,40,40,40,5,WR1043ND
29665,Cox,Cable,AZ,West,-6,-5,100,100,100,10,WR1043ND
29670,Cox,Cable,AZ,West,-7,-6,100,100,100,10,WR1043ND
29672,CenturyLink,DSL,AZ,West,-6,-5,40,40,40,5,WR1043ND
29685,CenturyLink,DSL,NM,West,-7,-6,12,12,12,0.896,WR1043ND
29686,CenturyLink,DSL,NM,West,-7,-6,5,5,5,0.896,WR1043ND
29688,Frontier,DSL,NV,West,-8,-7,3,3,3,0.768,WR1043ND
29723,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,WR1043ND
29730,Windstream,DSL,AL,South,-6,-5,24,24,24,1.5,WR1043ND
29731,Charter,Cable,CA,West,-6,-5,100,100,100,10,WR1043ND
29743,Frontier,DSL,WA,West,-6,-5,3,3,3,0.768,WR1043ND
29744,Comcast,Cable,WA,West,-6,-5,150,150,150,5,WR1043ND
29753,Frontier,Fiber,WA,West,-8,-7,50,50,50,50,WR1043ND
32549,AT&T,IPBB,KY,South,-5,-4,6,6,6,0.768,WR741NDv4
87304,CenturyLink,DSL,MT,West,-7,-6,1.5,1.5,1.5,0.256,WR741NDv4
87318,CenturyLink,DSL,NC,South,-5,-4,40,40,40,5,WR741NDv4
146224,Verizon DSL,DSL,NY,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4
150222,CenturyLink,DSL,AZ,West,-7,-7,7,7,7,0.896,WR741NDv4
158452,Verizon,Fiber,MD,South,-5,-4,75,75,75,75,WR741NDv4
158454,Verizon,Fiber,MD,South,-5,-4,75,75,75,75,WR1043ND
184442,AT&T,IPBB,TX,South,-6,-5,18,18,18,1.5,WR741NDv4
186880,CenturyLink,DSL,NM,West,-7,-6,3,3,3,0.512,WR741NDv4
186934,Charter,Cable,MI,Midwest,-6,-5,100,100,100,10,WDR3600
193026,AT&T,IPBB,MI,Midwest,-5,-4,6,6,6,0.512,WR741NDv4
207290,Verizon,Fiber,NJ,Northeast,-5,-4,75,75,75,75,WR741NDv4
207294,Verizon,Fiber,NY,Northeast,-5,-5,50,50,50,50,WR741NDv4
207344,CenturyLink,DSL,CO,West,-7,-6,40,40,40,5,WR741NDv4
207638,Comcast,Cable,TX,South,-6,-5,70,70,70,5,WR741NDv4
209622,CenturyLink,DSL,IN,Midwest,-6,-5,10,10,10,1,WR741NDv4
209694,CenturyLink,DSL,MO,Midwest,-6,-5,8,8,8,0.768,WR741NDv4
210362,Charter,Cable,NY,Northeast,-5,-5,60,60,60,5,WR741NDv4
210406,AT&T,IPBB,IL,Midwest,-6,-5,12,12,12,1.5,WR741NDv4
210440,CenturyLink,DSL,UT,West,-7,-6,40,40,40,5,WR741NDv4
210444,CenturyLink,DSL,AZ,West,-7,-7,5,5,5,0.896,WR741NDv4
210450,AT&T,IPBB,CA,West,-8,-7,18,18,18,1.5,WR741NDv4
210920,CenturyLink,DSL,CO,West,-7,-6,12,12,12,0.896,WR741NDv4
211222,Charter,Cable,NC,South,-5,-5,60,60,60,5,WR741NDv4
211226,Charter,Cable,FL,South,-5,-4,60,60,60,5,WR741NDv4
211234,Windstream,DSL,GA,South,-5,-4,12,12,12,0.768,WR741NDv4
211498,Optimum,Cable,NJ,Northeast,-6,-5,200,200,200,35,WDR3600
211504,Optimum,Cable,NY,Northeast,-5,-5,200,200,200,35,WDR3600
211528,CenturyLink,DSL,AZ,West,-7,-6,40,40,40,5,WR741NDv4
211530,Frontier,Fiber,CA,West,-8,-7,50,50,50,50,WR741NDv4
213342,Verizon DSL,DSL,PA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4
213472,CenturyLink,DSL,IA,Midwest,-6,-5,20,20,20,0.896,WR741NDv4
213498,CenturyLink,DSL,MN,Midwest,-6,-5,10,10,10,0.768,WR741NDv4
213548,CenturyLink,DSL,CO,West,-7,-6,12,12,12,0.896,WR741NDv4
213558,CenturyLink,DSL,ID,West,-7,-6,40,40,40,5,WR741NDv4
213582,CenturyLink,DSL,NM,West,-7,-6,40,40,40,5,WR741NDv4
213662,CenturyLink,DSL,WA,West,-8,-7,40,40,40,5,WR741NDv4
213670,CenturyLink,DSL,CO,West,-7,-6,12,12,12,0.896,WR741NDv4
214036,CenturyLink,DSL,NV,West,-8,-7,20,20,20,2,WR741NDv4
214144,Comcast,Cable,MD,South,-5,-5,250,250,250,10,WDR3600
214168,Charter,Cable,MO,Midwest,-6,-5,300,300,300,20,WDR3600
214388,Frontier,DSL,NY,Northeast,-5,-5,6,6,6,0.384,WR741NDv4
214394,CenturyLink,DSL,PA,Northeast,-5,-5,10,10,10,0.768,WR741NDv4
214412,Verizon DSL,DSL,VA,South,-5,-5,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4
214520,Windstream,DSL,IA,Midwest,-6,-5,25,25,25,1.5,WR741NDv4
214546,CenturyLink,DSL,MN,Midwest,-6,-5,40,40,40,20,WR741NDv4
214572,Frontier,DSL,IL,Midwest,-6,-5,24,24,24,1,WR741NDv4
214584,Charter,Cable,NE,Midwest,-6,-5,60,60,60,5,WR741NDv4
214624,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741NDv4
214628,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741NDv4
214634,Frontier,Fiber,OR,West,-8,-7,75,75,75,75,WR741NDv4
214684,CenturyLink,DSL,MO,Midwest,-5,-4,25,25,25,2,WR741NDv4
215084,Comcast,Cable,CO,West,-7,-6,60,60,60,5,WR741NDv4
215228,Frontier,DSL,NY,Northeast,-5,-5,10,10,10,1,WR741NDv4
215230,Frontier,DSL,MN,Midwest,-6,-5,12,12,12,1,WR741NDv4
215250,CenturyLink,DSL,AZ,West,-7,-6,40,40,40,2,WR741NDv4
215298,Frontier,Fiber,WA,West,-8,-7,50,50,50,50,WR741NDv4
215314,Comcast,Cable,CO,West,-7,-6,60,60,60,5,WR741NDv4
215316,CenturyLink,DSL,AZ,West,-8,-7,40,40,40,2,WR741NDv4
215326,Windstream,DSL,AR,South,-6,-5,3,3,3,0.768,WR741NDv4
215328,Windstream,DSL,PA,Northeast,-5,-5,12,12,12,1.5,WR741NDv4
215332,Windstream,DSL,GA,South,-5,-5,24,24,24,1.5,WR741NDv4
215356,Mediacom,Cable,IA,Midwest,-6,-5,60,60,60,5,WR741NDv4
215698,AT&T,IPBB,CA,West,-8,-7,6,6,6,1,WR741NDv4
215700,CenturyLink,DSL,NM,West,-7,-6,20,20,20,0.896,WR741NDv4
215708,CenturyLink,DSL,ID,West,-7,-6,10,10,10,0.768,WR741NDv4
215716,CenturyLink,DSL,NC,South,-5,-4,8,8,8,0.768,WR741NDv4
215738,Comcast,Cable,NM,West,-7,-6,70,70,70,5,WR741NDv4
215748,Charter,Cable,NC,South,-5,-4,60,60,60,5,WR741NDv4
215750,Frontier,DSL,OR,West,-6,-5,12,12,12,1,WR741NDv4
215998,CenturyLink,DSL,NM,West,-7,-6,40,40,40,5,WDR3600
216012,CenturyLink,DSL,MN,Midwest,-6,-5,40,40,40,20,WDR3600
216022,Windstream,DSL,IA,Midwest,-6,-5,12,12,12,0.768,WR741NDv4
216030,Windstream,DSL,PA,Northeast,-5,-5,3,3,3,0.768,WR741NDv4
216038,Windstream,DSL,MO,Midwest,-6,-5,12,12,12,0.768,WR741NDv4
216044,Cox,Cable,GA,South,-5,-4,30,30,30,3,WR741NDv4
216054,AT&T,IPBB,KS,Midwest,-6,-5,6,6,6,0.768,WR741NDv4
216122,CenturyLink,DSL,VA,South,-5,-5,40,40,40,5,WR741NDv4
216146,AT&T,IPBB,CA,West,-8,-7,18,18,18,1.5,WR741NDv4
216148,Frontier,DSL,NY,Northeast,-5,-5,6,6,6,1,WR741NDv4
216614,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741NDv4
216668,Comcast,Cable,CO,West,-7,-6,60,60,60,5,WR741NDv4
216710,Frontier,DSL,WA,West,-8,-7,6,6,6,0.768,WDR3600
216718,Charter,Cable,OH,Midwest,-5,-5,100,100,100,10,WDR3600
216720,Windstream,DSL,NC,South,-5,-5,10,10,10,1,WDR3600
216722,Comcast,Cable,FL,South,-5,-4,150,150,150,10,WDR3600
216766,Charter,Cable,WI,Midwest,-6,-5,300,300,300,20,WDR3600
216778,Cox,Cable,AZ,West,-7,-6,150,150,150,10,WDR3600
216792,CenturyLink,DSL,IA,Midwest,-6,-5,20,20,20,0.896,WDR3600
216800,Verizon,Fiber,MD,South,-5,-4,75,75,75,75,WDR3600
216820,Frontier,DSL,NC,South,-5,-5,3,3,3,0.768,WDR3600
216824,Charter,Cable,WI,Midwest,-6,-5,100,100,100,10,WDR3600
216826,Charter,Cable,CA,West,-8,-7,100,100,100,10,WDR3600
217190,AT&T,IPBB,IN,Midwest,-5,-5,12,12,12,1.5,WR741NDv4
217196,Frontier,DSL,CA,West,-8,-7,6,6,6,0.384,WR741NDv4
217222,Verizon,Fiber,PA,Northeast,-5,-5,50,50,50,50,WR741NDv4
217759,Frontier,DSL,CA,West,-8,-7,10,10,10,1,WR741NDv4
222083,Comcast,Cable,CT,Northeast,-5,-5,150,150,150,5,WDR3600
222097,Verizon DSL,DSL,PA,Northeast,-5,-5,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4
232364,Windstream,DSL,OH,Midwest,-5,-4,3,3,3,0.768,WDR3600
232408,Windstream,DSL,IA,Midwest,-6,-5,25,25,25,1.5,WR741NDv4
232428,Verizon,Fiber,NJ,Northeast,-5,-5,75,75,75,75,WR741NDv4
232430,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741NDv4
232912,Frontier,Fiber,OR,West,-8,-7,50,50,50,10,WR741NDv4
232938,CenturyLink,DSL,UT,West,-7,-6,40,40,40,5,WR741NDv4
232984,Comcast,Cable,OR,West,-8,-7,60,60,60,5,WR741NDv4
233006,CenturyLink,DSL,WA,West,-8,-7,20,20,20,5,WR741NDv4
233010,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741NDv4
234162,Frontier,Fiber,WA,West,-8,-7,50,50,50,10,WR741NDv4
234180,Frontier,Fiber,WA,West,-8,-7,75,75,75,75,WR741NDv4
234206,CenturyLink,DSL,CO,West,-7,-6,60,60,60,5,WR741NDv4
234266,CenturyLink,DSL,WI,Midwest,-6,-5,1.5,1.5,1.5,0.256,WR741NDv4
234276,CenturyLink,DSL,AZ,West,-7,-6,20,20,20,0.896,WR741NDv4
234798,Windstream,DSL,OH,Midwest,-5,-5,10,10,10,0.768,WDR3600
234802,CenturyLink,DSL,MO,Midwest,-6,-5,1.5,1.5,1.5,0.256,WDR3600
234826,Frontier,DSL,ID,West,-7,-6,10,10,10,1,WR741NDv4
235306,Comcast,Cable,NM,West,-7,-6,250,250,250,10,WDR3600
235314,Frontier,DSL,WA,West,-8,-7,12,12,12,2,WDR3600
235328,Frontier,Fiber,OR,West,-6,-5,50,50,50,50,WR741NDv4
241869,Frontier,Fiber,FL,South,-5,-5,75,75,75,75,WR741NDv4
241875,Charter,Cable,OH,Midwest,-5,-4,30,30,30,5,WDR3600
241889,Charter,Cable,NC,South,-5,-5,200,200,200,20,WDR3600
241891,Cox,Cable,OH,Midwest,-5,-4,150,150,150,10,WDR3600
243216,Comcast,Cable,NH,Northeast,-5,-5,250,250,250,10,WDR3600
243218,Verizon DSL,DSL,PA,Northeast,-5,-5,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WDR3600
243220,Comcast,Cable,PA,Northeast,-5,-5,60,60,60,5,WR741NDv4
243240,Comcast,Cable,NM,West,-7,-6,250,250,250,10,WDR3600
243296,Frontier,Fiber,WA,West,-8,-7,75,75,75,75,WDR3600
243300,Comcast,Cable,FL,South,-5,-4,60,60,60,5,WDR3600
244780,Charter,Cable,NY,Northeast,-5,-4,100,100,100,10,WDR3600
244798,CenturyLink,DSL,ID,West,-7,-6,40,40,40,20,WDR3600
244816,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741NDv4
248166,Frontier,Fiber,WA,West,-8,-7,100,100,100,100,WDR3600
256980,Charter,Cable,TX,South,-6,-5,200,200,200,20,WDR3600
362340,Frontier,Fiber,FL,South,-5,-5,75,75,75,75,WDR3600
397678,Comcast,Cable,MD,South,-5,-4,60,60,60,5,WR741NDv4
397684,Optimum,Cable,CT,Northeast,-5,-4,150,150,150,35,WDR3600
397686,Optimum,Cable,CT,Northeast,-5,-4,200,200,200,35,WDR3600
421816,Charter,Cable,TX,South,-6,-5,60,60,60,5,WR741NDv4
444644,Charter,Cable,NC,South,-5,-4,200,200,200,10,WDR3600
451112,Comcast,Cable,MI,Midwest,-5,-4,150,150,150,10,WDR3600
468770,Charter,Cable,CA,West,-8,-7,60,60,60,5,WDR3600
501328,Cox,Cable,NV,West,-8,-7,300,300,300,30,WDR3600
506836,Frontier,Fiber,OR,West,-8,-7,50,50,50,50,WR741NDv4
510154,Cox,Cable,AZ,West,-7,-6,30,30,30,3,WDR3600
510160,Frontier,Fiber,WA,West,-8,-7,50,50,50,50,WR741NDv4
528788,Comcast,Cable,MA,Northeast,-5,-4,150,150,150,5,WDR3600
566354,Verizon,Fiber,MD,South,-5,-4,50,50,50,50,WR741NDv4
573248,Verizon,Fiber,VA,South,-5,-4,50,50,50,50,WR741NDv4
573250,Windstream,DSL,PA,Northeast,-5,-4,15,15,15,0.768,WR741NDv4
578296,Charter,Cable,TX,South,-6,-5,100,100,100,10,WDR3600
589636,Cox,Cable,AZ,West,-7,-6,100,100,100,10,WDR3600
